alpha,seed,v_orbit,tau_var,eta_var
4.25,41,0.0,0.0,0.0
4.25,42,0.2438485304464905,0.9566666666666666,0.2857462620027435
4.25,44,0.0,0.0,0.0
4.25,43,0.0006770336640478541,0.13888888888888887,15.268788580246907
4.25,45,0.0,0.0,0.0
4.25,46,0.0,0.0,0.005208333333333324
4.25,47,0.0,0.0,0.0
4.25,48,0.0048367594460704015,0.7875,0.006892283950617285
4.25,49,0.0,0.0,0.0
4.3,1,0.0,0.0,0.0
4.3,0,0.06312012504417741,0.3733333333333333,0.8675268432784631
4.3,2,0.0,0.0,0.0
4.3,3,0.0,0.0,0.0
4.3,4,0.0,0.0,0.0
4.3,5,0.0,0.0,0.0
4.3,6,0.0,0.0,0.005208333333333339
4.3,7,0.0,0.0,0.0
4.3,8,0.0,0.0,0.0
4.3,9,0.0,0.0,4.930380657631324e-32
4.3,10,0.0,0.0,0.0
4.3,11,0.0,0.0,0.00617283950617284
4.3,12,0.0,0.0,4.930380657631324e-32
4.3,13,0.0,0.0,0.0
4.3,14,0.0,0.0,0.0
4.3,15,0.0,0.0,7.888609052210118e-31
4.3,16,0.0,0.0,0.0
4.3,17,0.0,0.0,0.0
4.3,18,0.0,0.0,0.0
4.3,19,0.0,0.0,0.0
4.3,20,0.0,0.0,0.0
4.3,21,0.0,0.0,0.00617283950617284
4.3,22,0.0,0.0,0.0
4.3,23,0.0,0.0,0.01446759259259259
4.3,25,0.0,0.0,0.0
4.3,24,0.28536629004251163,0.3733333333333333,3.3230987654320985
4.3,26,0.0,0.0,0.0
4.3,27,0.0,0.0,0.0
4.3,28,0.0,0.0,0.0
4.3,29,0.0,0.0,0.0
4.3,31,0.0,0.0,0.0
4.3,30,0.0,0.0,0.0
4.3,32,0.0,0.0,0.0
4.3,33,0.0,0.0,0.004444444444444459
4.3,35,0.0,0.0,0.0
4.3,34,0.0,0.0,0.0
4.3,36,0.0,0.0,0.0
4.3,37,0.0,0.0,0.0
4.3,38,0.0,0.0,0.00617283950617284
4.3,39,0.0,0.0,0.0
4.3,40,0.0,0.0,0.0
4.3,41,0.0,0.0,0.006172839506172844
4.3,42,0.2597100553541291,0.9566666666666666,0.2714766375171468
4.3,43,0.0006770336640478931,0.13888888888888887,16.455825617283953
4.3,44,0.0,0.0,0.0
4.3,45,0.0,0.0,0.0
4.3,46,0.0,0.0,0.00520833333333333
4.3,47,0.0,0.0,0.0
4.3,48,0.0738285479949164,0.7875,0.15120696159122082
4.3,49,0.0,0.0,0.0
4.35,1,0.0,0.0,0.0
4.35,0,0.2749742425587372,0.3733333333333333,2.761559122085047
4.35,2,0.0,0.0,0.0
4.35,4,0.0,0.0,0.0
4.35,3,0.0,0.0,0.0
4.35,5,0.0,0.0,0.0
4.35,6,0.0,0.0,0.005208333333333339
4.35,7,0.0,0.0,0.0
4.35,8,0.0,0.0,0.0
4.35,9,0.0,0.0,4.930380657631324e-32
4.35,10,0.0,0.0,0.0
4.35,11,0.0,0.0,0.00617283950617284
4.35,12,0.0,0.0,4.930380657631324e-32
4.35,13,0.0,0.0,0.0
4.35,14,0.0,0.0,0.0
4.35,16,0.0,0.0,0.0
4.35,17,0.0,0.0,0.0
4.35,15,0.0,0.0,7.888609052210118e-31
4.35,18,0.0,0.0,0.0
4.35,19,0.0,0.0,0.0
4.35,20,0.0,0.0,0.0
4.35,21,0.0,0.0,0.0
4.35,22,0.0,0.0,0.0
4.35,23,0.0,0.0,0.01446759259259259
4.35,24,8.830731507147867,0.7497222222222222,12.673572453703704
4.35,26,0.0,0.0,0.0
4.35,27,0.0,0.0,0.0
4.35,25,0.0,0.0,0.0
4.35,28,0.0,0.0,0.0
4.35,29,0.0,0.0,0.0
4.35,30,0.0,0.0,0.0
4.35,31,0.0,0.0,0.0
4.35,32,0.0,0.0,0.0
4.35,33,0.0,0.0,0.00444444444444446
4.35,34,0.0,0.0,0.0
4.35,36,0.0,0.0,0.0
4.35,35,0.0,0.0,0.0
4.35,37,0.0,0.0,0.0
4.35,38,0.0,0.0,0.00617283950617284
4.35,39,0.0,0.0,0.0
4.35,40,0.0,0.0,0.0
4.35,41,0.0,0.0,0.0
4.35,42,0.2696203606447281,0.9566666666666666,0.28615109739369005
4.35,43,0.0006770336640478931,0.13888888888888887,16.455825617283953
4.35,44,0.0,0.0,0.0
4.35,46,0.0,0.0,0.0
4.35,45,0.0,0.0,0.0
4.35,47,0.0,0.0,0.0
4.35,48,0.0738285479949164,0.7875,0.15120696159122082
4.35,49,0.0,0.0,0.0
4.4,0,0.23535796374638715,0.3733333333333333,2.8248250685871055
4.4,1,0.0,0.0,0.0
4.4,2,0.0,0.0,0.0
4.4,3,0.0,0.0,0.0
4.4,4,0.0,0.0,0.0
4.4,5,0.0,0.0,0.0
4.4,6,0.0,0.0,0.0052083333333333235
4.4,7,0.0,0.0,0.0
4.4,8,0.0,0.0,0.0
4.4,9,0.0,0.0,4.930380657631324e-32
4.4,10,0.0,0.0,0.0
4.4,11,0.0,0.0,0.00617283950617284
4.4,12,0.0,0.0,4.930380657631324e-32
4.4,13,0.0,0.0,0.0
4.4,14,0.0,0.0,0.0
4.4,15,0.0,0.0,7.888609052210118e-31
4.4,16,0.0,0.0,0.0
4.4,17,0.0,0.0,0.0
4.4,18,0.0,0.0,0.0
4.4,19,0.0,0.0,0.00617283950617284
4.4,20,0.04119750619485802,0.7875,0.053239060356652955
4.4,21,0.0,0.0,0.0
4.4,22,0.0,0.0,0.0
4.4,23,0.0,0.0,0.01446759259259259
4.4,24,0.9884279678093059,0.7497222222222222,1.4608557870370371
4.4,25,0.0,0.0,0.0
4.4,26,0.0,0.0,0.0
4.4,27,0.0,0.0,0.0
4.4,28,0.0,0.0,0.0
4.4,29,0.0,0.0,0.0
4.4,30,0.0,0.0,0.0
4.4,31,0.0,0.0,0.0
4.4,32,0.0,0.0,0.00617283950617284
4.4,33,0.0,0.0,0.00444444444444446
4.4,34,0.0,0.0,0.0
4.4,35,0.0,0.0,0.0
4.4,36,0.0,0.0,0.0
4.4,37,0.0,0.0,4.930380657631324e-32
4.4,38,0.0,0.0,0.00617283950617284
4.4,39,0.0,0.0,0.0
4.4,40,0.0,0.0,0.0
4.4,41,0.0,0.0,0.0
4.4,42,0.15971444769062376,0.9566666666666666,0.18899083504801095
4.4,43,0.0,0.0,0.006172839506172844
4.4,44,0.0,0.0,0.0
4.4,45,0.0,0.0,0.0
4.4,46,0.0,0.0,0.0
4.4,47,0.0,0.0,0.0
4.4,48,0.0,0.0,0.0
4.4,49,0.0,0.0,0.0
4.45,0,0.31199230775127607,0.3733333333333333,3.1696711591220845
4.45,1,0.0,0.0,0.0
4.45,2,0.0,0.0,0.0
4.45,3,0.0,0.0,0.0
4.45,4,0.0,0.0,0.0
4.45,5,0.0,0.0,0.0
4.45,6,0.0,0.0,0.0
4.45,7,0.0,0.0,0.0
4.45,8,0.0,0.0,0.0
4.45,9,0.0,0.0,4.930380657631324e-32
4.45,10,0.0,0.0,0.0
4.45,11,0.0,0.0,0.00617283950617284
4.45,12,0.0,0.0,4.930380657631324e-32
4.45,13,0.0,0.0,0.0
4.45,14,0.0,0.0,0.0
4.45,15,0.0,0.0,0.0038580246913580275
4.45,17,0.0,0.0,0.0
4.45,16,0.0,0.0,7.888609052210118e-31
4.45,18,0.0,0.0,0.0
4.45,19,0.0,0.0,0.00617283950617284
4.45,20,0.0,0.0,0.006172839506172844
4.45,21,0.2241605279057157,0.3733333333333333,0.5987971450617285
4.45,22,0.0,0.0,0.00617283950617284
4.45,23,0.0,0.0,0.01446759259259259
4.45,24,0.004112155462404312,0.3733333333333333,0.030488888888888878
4.45,25,0.0,0.0,0.0
4.45,27,0.0,0.0,0.0
4.45,26,0.0,0.0,0.0
4.45,28,0.0,0.0,0.0
4.45,29,0.0,0.0,0.0
4.45,30,0.0,0.0,0.0
4.45,31,0.0,0.0,0.0
4.45,33,0.0,0.0,0.00444444444444446
4.45,32,0.0,0.0,0.00617283950617284
4.45,34,0.0,0.0,0.0
4.45,35,0.0,0.0,0.0
4.45,37,0.0,0.0,4.930380657631324e-32
4.45,36,0.0,0.0,0.0
4.45,38,0.0,0.0,0.00617283950617284
4.45,39,0.0,0.0,0.0
4.45,40,0.0,0.0,0.0
4.45,41,0.0,0.0,0.0
4.45,42,0.22228731488950332,0.9566666666666666,0.2617952331961591
4.45,43,0.0,0.0,0.006172839506172844
4.45,44,0.0,0.0,0.0
4.45,45,0.0,0.0,0.0
4.45,46,0.0,0.0,0.00520833333333333
4.45,47,0.0,0.0,0.0
4.45,48,0.0,0.0,0.0
4.45,49,0.0,0.0,0.0
4.5,1,0.0,0.0,0.0
4.5,0,0.061344063278073735,0.3733333333333333,0.7244546982167356
4.5,2,0.0,0.0,0.0
4.5,3,0.0,0.0,0.0
4.5,4,0.0,0.0,0.0
4.5,5,0.0,0.0,0.0
4.5,6,0.0,0.0,0.0
4.5,7,0.0,0.0,0.0
4.5,8,0.0,0.0,0.0
4.5,9,0.0,0.0,4.930380657631324e-32
4.5,10,0.0,0.0,0.00617283950617284
4.5,11,0.0,0.0,0.00617283950617284
4.5,12,0.0,0.0,4.930380657631324e-32
4.5,13,0.0,0.0,0.0
4.5,14,0.0,0.0,0.0
4.5,15,0.0,0.0,0.0038580246913580275
4.5,17,0.0,0.0,0.0
4.5,16,0.0,0.0,7.888609052210118e-31
4.5,18,0.0,0.0,0.0
4.5,19,0.0,0.0,0.00617283950617284
4.5,20,0.0,0.0,0.006172839506172844
4.5,21,0.2241605279057157,0.3733333333333333,0.5987971450617285
4.5,22,0.0,0.0,0.00617283950617284
4.5,23,0.0,0.0,0.0
4.5,24,0.009067474464546957,0.3733333333333333,0.0377654320987654
4.5,25,0.0,0.0,0.0
4.5,26,0.0,0.0,0.0
4.5,27,0.0,0.0,0.0
4.5,28,0.0,0.0,0.0
4.5,29,0.0,0.0,0.0
4.5,30,0.0,0.0,0.0
4.5,31,0.0,0.0,0.0
4.5,32,0.0,0.0,0.0
4.5,34,0.0,0.0,0.0
4.5,33,0.0,0.0,0.00444444444444446
4.5,35,0.0,0.0,0.0
4.5,37,0.024105266483674153,0.3733333333333333,0.06493024691358025
4.5,36,0.0,0.0,0.0
4.5,38,0.0,0.0,0.00617283950617284
4.5,39,0.0,0.0,0.0
4.5,40,0.0,0.0,0.0
4.5,41,0.0,0.0,0.0
4.5,42,0.22228731488950332,0.9566666666666666,0.2617952331961591
4.5,43,0.0,0.0,0.006172839506172844
4.5,44,0.0,0.0,0.0
4.5,45,0.0,0.0,0.0
4.5,47,0.0,0.0,0.0
4.5,46,0.0,0.0,0.00520833333333333
4.5,48,0.0,0.0,0.0
4.5,49,0.0,0.0,0.0
4.55,0,0.06503077852351773,0.3733333333333333,0.8154706704389576
4.55,1,0.0,0.0,0.0
4.55,2,0.0,0.0,0.0
4.55,3,0.0,0.0,0.0
4.55,4,0.0,0.0,0.0
4.55,5,0.0,0.0,0.0
4.55,6,0.0,0.0,0.0
4.55,7,0.00029015728459206664,0.1388888888888889,0.13638117283950618
4.55,8,0.0,0.0,0.0
4.55,9,0.0,0.0,4.930380657631324e-32
4.55,10,0.0,0.0,0.00617283950617284
4.55,11,0.0,0.0,0.00617283950617284
4.55,12,0.0,0.0,4.930380657631324e-32
4.55,13,0.0,0.0,0.0
4.55,14,0.0,0.0,0.0
4.55,15,0.0,0.0,0.0038580246913580275
4.55,16,0.0,0.0,0.0
4.55,17,0.0,0.0,0.0
4.55,18,0.0,0.0,0.0
4.55,19,0.0,0.0,0.00617283950617284
4.55,20,0.0,0.0,0.006172839506172844
4.55,21,0.0,0.0,0.0
4.55,22,0.0,0.0,0.00617283950617284
4.55,23,0.0,0.0,0.01446759259259259
4.55,24,0.0,0.0,0.0
4.55,25,0.0,0.0,0.0
4.55,26,0.0,0.0,0.0
4.55,27,0.0,0.0,0.0
4.55,28,0.0,0.0,0.0
4.55,29,0.0,0.0,0.006172839506172827
4.55,30,0.0,0.0,0.0
4.55,32,0.0,0.0,0.0
4.55,31,0.0,0.0,0.006172839506172836
4.55,33,0.0,0.0,0.0044444444444444375
4.55,34,0.0,0.0,0.0
4.55,35,0.0,0.0,0.0
4.55,36,0.0,0.0,0.0
4.55,37,0.0,0.0,0.0
4.55,38,0.0,0.0,0.0
4.55,39,0.0,0.0,0.0
4.55,40,0.0,0.0,0.0
4.55,41,0.0,0.0,0.0
4.55,42,0.2867570010116818,0.7875,0.3827684413580247
4.55,43,0.0,0.0,0.006172839506172844
4.55,44,0.0,0.0,0.0
4.55,45,0.0,0.0,0.0
4.55,46,0.0,0.0,0.00520833333333333
4.55,47,0.0,0.0,0.0
4.55,48,0.0,0.0,0.0052083333333333304
4.55,49,0.0,0.0,0.0
4.6,0,0.06503077852351773,0.3733333333333333,0.8154706704389576
4.6,1,0.0,0.0,0.0
4.6,2,0.0,0.0,0.0
4.6,3,0.0,0.0,0.0
4.6,4,0.0,0.0,0.0
4.6,5,0.0,0.0,0.0
4.6,6,0.0,0.0,0.0
4.6,7,0.0,0.0,0.046875
4.6,8,0.0,0.0,0.0
4.6,9,0.0,0.0,4.930380657631324e-32
4.6,10,0.0,0.0,0.00617283950617284
4.6,11,0.0,0.0,0.00617283950617284
4.6,12,0.0,0.0,4.930380657631324e-32
4.6,13,0.0,0.0,0.0
4.6,14,0.0,0.0,0.0
4.6,16,0.0,0.0,0.0
4.6,15,2.5220225994140897e-18,0.1388888888888889,0.0557098765432098
4.6,17,0.0,0.0,0.0
4.6,18,0.0,0.0,0.0
4.6,19,0.0,0.0,0.00617283950617284
4.6,20,0.11766175011267771,0.7875,0.17688473936899862
4.6,22,0.0,0.0,0.00617283950617284
4.6,21,0.0,0.0,0.0
4.6,23,0.0,0.0,0.01446759259259259
4.6,24,0.0,0.0,0.0
4.6,25,0.0,0.0,0.0
4.6,26,0.0,0.0,0.0
4.6,27,0.0,0.0,0.0
4.6,28,0.0,0.0,0.0
4.6,29,0.178371567681121,0.7875,0.24770356652949244
4.6,30,0.0,0.0,0.0
4.6,32,0.0,0.0,0.0
4.6,31,0.0,0.0,0.0
4.6,34,0.0,0.0,0.0
4.6,33,0.0,0.0,0.0044444444444444375
4.6,35,0.0,0.0,0.0
4.6,36,0.0,0.0,0.0
4.6,37,0.0,0.0,0.00617283950617284
4.6,38,0.0,0.0,0.0
4.6,39,0.0,0.0,0.0
4.6,41,0.0,0.0,0.0
4.6,40,0.0,0.0,0.0
4.6,42,0.2867570010116818,0.7875,0.3827684413580247
4.6,43,0.0,0.0,0.00617283950617284
4.6,44,0.0,0.0,0.0
4.6,45,0.0,0.0,0.0
4.6,46,0.0,0.0,0.00520833333333333
4.6,47,0.0,0.0,0.0
4.6,48,0.0,0.0,4.930380657631324e-32
4.6,49,0.0,0.0,0.0
4.65,1,0.0,0.0,0.0
4.65,0,0.07318845729963033,0.3733333333333333,0.8560433041838135
4.65,2,0.0,0.0,0.0
4.65,3,0.0,0.0,0.0
4.65,4,0.0,0.0,0.0
4.65,5,0.0,0.0,0.0
4.65,6,0.0,0.0,0.0
4.65,7,0.0,0.0,0.006172839506172844
4.65,8,0.0,0.0,0.0
4.65,9,0.0,0.0,0.0
4.65,10,9.019710894446009,0.8141666666666664,12.31235194615912
4.65,11,0.0,0.0,0.0
4.65,12,0.0,0.0,4.930380657631324e-32
4.65,14,0.0,0.0,0.0
4.65,13,0.0,0.0,0.0
4.65,15,2.5220225994140897e-18,0.1388888888888889,0.0557098765432098
4.65,16,0.03524922511885167,0.3733333333333333,0.10452584876543207
4.65,18,0.0,0.0,0.0
4.65,17,0.0,0.0,0.0
4.65,19,0.0,0.0,0.006172839506172844
4.65,20,0.0,0.0,0.0
4.65,22,0.0,0.0,0.00617283950617284
4.65,21,0.0,0.0,0.006172839506172829
4.65,24,0.0,0.0,0.0
4.65,23,0.0,0.0,0.01446759259259259
4.65,25,0.0,0.0,0.0
4.65,26,0.0,0.0,0.0
4.65,27,0.0,0.0,0.0
4.65,28,0.0,0.0,0.0
4.65,29,0.14628964273900738,0.7875,0.21136243998628257
4.65,30,0.0,0.0,0.0
4.65,31,0.0,0.0,0.0
4.65,32,0.0,0.0,0.0
4.65,33,0.38647490526364664,0.7875,0.5264134066358025
4.65,35,0.0,0.0,0.0
4.65,34,0.0,0.0,0.0
4.65,36,0.0,0.0,0.0
4.65,37,0.0,0.0,0.00617283950617284
4.65,38,0.0,0.0,0.0
4.65,39,0.0,0.0,0.0
4.65,40,0.0,0.0,0.0
4.65,41,0.0,0.0,0.0
4.65,42,0.0,0.0,0.005208333333333338
4.65,43,0.0,0.0,0.006172839506172844
4.65,44,0.0,0.0,0.0
4.65,45,0.0,0.0,0.0
4.65,46,0.0,0.0,0.005208333333333335
4.65,47,0.0,0.0,0.0
4.65,48,0.0,0.0,4.930380657631324e-32
4.65,49,0.0,0.0,0.00617283950617284
4.7,0,0.0,0.0,0.0
4.7,2,0.0,0.0,0.0
4.7,1,0.0,0.0,0.0
4.7,3,0.0,0.0,0.0
4.7,4,0.0,0.0,0.0
4.7,5,0.0,0.0,0.0
4.7,6,0.0,0.0,0.0
4.7,7,0.0,0.0,0.006172839506172844
4.7,8,0.0,0.0,0.0
4.7,9,0.0,0.0,0.0
4.7,10,9.019710894446009,0.8141666666666664,12.31235194615912
4.7,11,0.0,0.0,0.0
4.7,12,0.0,0.0,4.930380657631324e-32
4.7,13,0.0,0.0,4.930380657631324e-32
4.7,14,0.0,0.0,0.0
4.7,15,0.00012380044142594918,0.1388888888888889,0.016944444444444425
4.7,16,0.03524922511885167,0.3733333333333333,0.10452584876543207
4.7,17,0.0,0.0,0.0
4.7,18,0.0,0.0,0.0
4.7,19,0.0,0.0,0.0
4.7,20,0.11766175011267771,0.7875,0.17688473936899862
4.7,21,0.4074820808532946,0.7875,0.5783962962962963
4.7,22,0.0,0.0,0.00617283950617284
4.7,23,0.0,0.0,0.01446759259259259
4.7,24,0.06342355419461039,0.7875,0.08338395061728397
4.7,25,0.0,0.0,0.0
4.7,26,0.0,0.0,0.0
4.7,27,0.0,0.0,0.0
4.7,28,0.0,0.0,0.0
4.7,29,4.591064747272648,0.7497222222222222,6.328958710562413
4.7,30,0.0,0.0,0.0
4.7,31,0.0,0.0,0.0
4.7,32,0.0,0.0,0.0
4.7,33,0.0,0.0,0.0044444444444444375
4.7,34,0.0,0.0,0.0
4.7,35,0.0,0.0,0.0
4.7,36,0.0,0.0,0.0
4.7,37,0.0,0.0,0.00617283950617284
4.7,38,0.0,0.0,0.0
4.7,39,0.0,0.0,0.0
4.7,40,0.0,0.0,0.0
4.7,41,0.0,0.0,0.00617283950617284
4.7,42,0.20488889103820207,0.7875,0.2780160408093279
4.7,43,0.0,0.0,0.00617283950617284
4.7,44,0.0,0.0,0.0
4.7,45,0.0,0.0,0.0
4.7,46,0.0,0.0,0.005208333333333335
4.7,47,0.0,0.0,0.0
4.7,48,0.0,0.0,4.930380657631324e-32
4.7,49,0.0,0.0,0.0
4.75,0,0.0,0.0,0.0
4.75,1,0.0,0.0,0.0
4.75,2,0.0,0.0,0.0
4.75,3,0.0,0.0,0.0
4.75,4,0.0,0.0,1.9721522630525295e-31
4.75,6,0.0,0.0,0.0
4.75,5,0.0,0.0,0.0
4.75,7,0.0,0.0,0.006172839506172844
4.75,8,0.09223805277380688,0.7875,0.12882245370370374
4.75,9,0.0,0.0,0.0
4.75,10,0.0,0.0,0.0
4.75,11,0.0,0.0,0.00617283950617284
4.75,12,0.0,0.0,4.930380657631324e-32
4.75,13,0.0,0.0,0.0
4.75,14,0.0,0.0,0.0
4.75,16,2.4396682844047654e-18,0.1388888888888889,0.4500000000000003
4.75,15,0.0001238004414259472,0.1388888888888889,0.0811111111111111
4.75,17,0.0,0.0,0.0
4.75,19,0.0,0.0,0.006172839506172827
4.75,18,0.0,0.0,0.0
4.75,20,0.0,0.0,0.013580246913580245
4.75,22,0.0,0.0,0.00617283950617284
4.75,21,0.5538739982319747,0.7875,0.7872209876543209
4.75,23,0.0,0.0,0.01446759259259259
4.75,24,0.0,0.0,0.0
4.75,26,0.0,0.0,0.0
4.75,27,0.0,0.0,0.0
4.75,25,0.0,0.0,0.0
4.75,29,3.598781674124426,0.7497222222222222,4.872987748628257
4.75,28,0.0,0.0,0.0
4.75,30,0.0,0.0,0.0
4.75,31,0.0,0.0,0.006172839506172836
4.75,32,0.0,0.0,0.0
4.75,33,0.0,0.0,0.0
4.75,34,0.0,0.0,0.0
4.75,37,0.0,0.0,0.00617283950617284
4.75,36,0.0,0.0,0.0
4.75,35,0.0,0.0,0.0
4.75,38,0.0,0.0,0.0
4.75,39,0.0,0.0,0.0
4.75,40,0.0,0.0,0.0
4.75,41,0.0,0.0,0.0
4.75,42,0.0,0.0,0.005208333333333339
4.75,43,0.0,0.0,0.00617283950617284
4.75,44,0.0,0.0,0.0
4.75,45,0.0,0.0,0.0
4.75,46,0.0,0.0,0.005208333333333335
4.75,47,0.0,0.0,0.0
4.75,48,0.0,0.0,4.930380657631324e-32
4.75,49,0.0,0.0,0.0
4.8,0,0.0,0.0,0.0
4.8,1,0.0,0.0,0.0
4.8,2,0.0,0.0,0.0
4.8,3,0.0,0.0,0.0
4.8,4,0.0,0.1388888888888889,0.1388888888888889
4.8,5,0.0,0.0,0.0
4.8,6,0.0,0.0,0.0
4.8,7,0.0,0.0,0.006172839506172844
4.8,8,0.0,0.0,0.006172839506172844
4.8,9,0.0,0.0,0.0
4.8,10,0.0,0.0,0.0
4.8,11,0.0,0.0,0.00617283950617284
4.8,13,0.0,0.0,0.006172839506172837
4.8,12,0.0,0.0,4.930380657631324e-32
4.8,14,0.0,0.0,0.0
4.8,17,0.0,0.0,0.0
4.8,15,0.0,0.1388888888888889,0.8680555555555556
4.8,16,0.0,0.0,0.0
4.8,18,0.0,0.0,0.0
4.8,19,0.0,0.0,0.006172839506172827
4.8,20,0.0,0.0,0.006172839506172844
4.8,21,0.5538739982319748,0.7875,0.7872209876543208
4.8,22,0.0,0.0,0.00617283950617284
4.8,23,0.0,0.0,0.0
4.8,24,0.0,0.0,0.0
4.8,25,0.0,0.0,0.0
4.8,26,0.0,0.0,0.0
4.8,27,0.0,0.0,0.0
4.8,28,0.21811517123542584,0.13888888888888887,2.595305212620027
4.8,29,3.598781674124426,0.7497222222222222,4.872987748628257
4.8,30,0.0,0.0,0.0
4.8,31,0.0,0.0,0.006172839506172836
4.8,33,0.0,0.0,0.0
4.8,32,0.0,0.0,0.00617283950617284
4.8,34,0.0,0.0,0.0
4.8,36,0.0,0.0,0.0
4.8,35,0.0,0.0,0.0
4.8,37,0.0,0.0,0.00617283950617284
4.8,38,0.0,0.0,0.0
4.8,40,0.0,0.0,0.0
4.8,39,0.0,0.0,0.0
4.8,41,0.0,0.0,0.0
4.8,43,0.0,0.0,0.00617283950617284
4.8,42,0.0,0.0,0.0
4.8,44,0.0,0.0,0.0
4.8,45,0.0,0.0,0.00617283950617284
4.8,46,0.0,0.0,0.005208333333333335
4.8,47,0.0,0.0,0.0
4.8,48,0.0,0.0,4.930380657631324e-32
4.8,49,0.0,0.0,0.0
5.0,0,0.0,0.0,0.0
5.0,1,0.0,0.0,0.0
5.0,2,0.0,0.0,0.0
5.0,3,0.0,0.0,0.0
5.0,4,0.009352349596971532,0.1388888888888889,0.067275
5.0,6,0.0,0.0,0.0
5.0,7,0.10716664506606877,0.7875,0.13735640432098764
5.0,5,0.0,0.0,0.0
5.0,8,0.0,0.0,0.0
5.0,9,0.0,0.0,4.930380657631324e-32
5.0,10,0.0,0.0,1.9721522630525295e-31
5.0,11,0.0,0.0,0.00617283950617284
5.0,12,0.0,0.0,0.0
5.0,13,0.0,0.0,0.006172839506172837
5.0,14,0.0,0.0,0.0
5.0,15,0.0,0.0,0.0
5.0,16,0.0,0.0,0.006172839506172835
5.0,17,0.0,0.0,0.0
5.0,18,0.0,0.0,0.0
5.0,20,0.0,0.0,0.0
5.0,19,0.0,0.0,0.0
5.0,21,8.608455332865212,0.6763888888888889,12.715785185185183
5.0,23,0.0,0.0,0.0
5.0,22,0.0,0.0,0.0
5.0,24,0.0,0.0,0.0
5.0,25,0.0,0.0,0.0
5.0,26,0.0,0.0,0.0
5.0,27,4.164187326990175e-18,0.13888888888888887,0.3555555555555554
5.0,29,1.9523800921439238,0.8141666666666666,2.503570979080932
5.0,30,0.0,0.0,0.0
5.0,28,0.1892191165362642,0.13888888888888887,2.910047187928669
5.0,31,0.0,0.0,0.0
5.0,32,0.0,0.0,0.00617283950617284
5.0,33,0.0,0.0,0.00444444444444446
5.0,34,0.12304683718887885,0.7875,0.16226265432098763
5.0,35,0.0,0.0,0.0
5.0,36,0.0,0.0,0.0
5.0,37,0.003942172871124956,0.3733333333333333,0.3401846364883402
5.0,39,0.0,0.0,0.0
5.0,38,0.0,0.0,4.930380657631324e-32
5.0,40,0.0,0.0,0.0
5.0,41,0.0,0.0,0.0
5.0,43,0.0,0.0,0.00617283950617284
5.0,42,0.0,0.0,0.0
5.0,44,0.0,0.0,0.0
5.0,45,0.0,0.0,0.0
5.0,46,0.0,0.0,0.0
5.0,47,0.0,0.0,0.0
5.0,49,0.0,0.0,0.0
5.0,48,1.1337264771101363,0.2222222222222222,6.54775802469136
5.2,0,0.0,0.0,0.0
5.2,1,0.0,0.0,0.0
5.2,2,0.0,0.0,0.0
5.2,3,0.0,0.0,0.0
5.2,4,0.0,0.0,4.930380657631324e-32
5.2,5,0.0,0.0,0.0
5.2,6,0.0,0.0,0.0
5.2,7,0.0,0.0,0.0
5.2,8,0.0,0.0,0.0
5.2,9,0.3231625648098535,0.3733333333333333,1.7567033950617283
5.2,11,0.0,0.0,0.00617283950617284
5.2,10,0.0,0.0,1.9721522630525295e-31
5.2,12,0.0,0.0,0.0
5.2,13,0.0,0.0,0.006172839506172837
5.2,14,6.984099294023961e-18,0.1388888888888889,0.07469135802469154
5.2,15,0.0,0.0,0.0
5.2,16,0.0,0.0,0.0
5.2,17,0.0,0.0,0.0
5.2,18,0.0,0.0,0.0
5.2,19,0.0006044943429001789,0.1388888888888889,0.7231770833333333
5.2,20,0.0,0.0,0.0
5.2,21,0.004642516553473109,0.1388888888888889,0.26805555555555566
5.2,22,0.0,0.0,0.00617283950617284
5.2,23,0.0,0.0,0.0
5.2,25,0.0,0.0,0.0
5.2,24,0.03257834923717649,0.7875,0.042021913580246914
5.2,26,0.0,0.0,0.0
5.2,27,0.0,0.0,0.0
5.2,28,0.08738613923666569,0.13888888888888887,2.4704656292866947
5.2,29,0.0,0.0,0.0
5.2,30,0.06280934925458591,0.7875,0.15969722222222227
5.2,32,0.0,0.0,0.00617283950617284
5.2,31,2.3608208046641805,0.7875,8.377517866941016
5.2,33,0.0,0.0,0.0
5.2,35,0.0,0.0,0.0
5.2,34,0.6040218894655497,0.4988888888888889,1.8022611111111113
5.2,36,0.0,0.0,4.930380657631324e-32
5.2,37,0.0,0.0,0.0
5.2,38,0.0,0.1388888888888889,0.0006172839506172796
5.2,39,0.0,0.0,0.0
5.2,40,0.0,0.0,0.00617283950617284
5.2,41,0.0,0.0,0.0
5.2,42,0.0,0.0,0.00520833333333333
5.2,43,0.0,0.0,0.0
5.2,44,0.0,0.0,0.0
5.2,45,0.0,0.0,0.0
5.2,46,0.0,0.0,0.0
5.2,47,0.0,0.0,0.0
5.2,49,0.0,0.0,0.0
5.2,48,0.4124238385487495,0.2222222222222222,2.2340543209876547
5.4,0,0.012602884937161588,0.13888888888888887,0.09227283950617281
5.4,1,0.0,0.0,0.0
5.4,2,0.0,0.0,0.0
5.4,3,0.0,0.0,0.00617283950617284
5.4,4,0.0,0.0,4.930380657631324e-32
5.4,5,0.0,0.0,0.0
5.4,6,0.0,0.0,0.0
5.4,7,0.0,0.0,0.005208333333333333
