alpha,seed,v_orbit,tau_var,eta_var
3.9,46,0.0,0.0,0.006172839506172844
3.9,48,0.0,0.0,0.0
3.9,49,0.0,0.0,0.0
3.95,1,0.0,0.0,0.0
3.95,0,0.0008059924572002792,0.1388888888888889,0.9326774691358022
3.95,2,0.0,0.0,0.0
3.95,3,0.0,0.0,0.006172839506172837
3.95,4,0.0,0.0,0.006172839506172844
3.95,5,0.0,0.0,0.0
3.95,6,0.0,0.0,0.0
3.95,7,0.019729766848949948,0.7875,0.09661111111111112
3.95,8,0.0,0.0,0.0
3.95,9,0.0,0.0,0.0
3.95,10,0.0,0.0,0.00617283950617284
3.95,11,0.0,0.0,0.00617283950617284
3.95,12,0.0,0.0,0.0
3.95,13,0.0,0.0,0.0
3.95,15,0.0,0.0,0.0
3.95,14,0.0,0.0,0.0
3.95,16,0.0,0.0,0.0
3.95,17,0.08317142685811886,0.7875,0.10551319444444442
3.95,18,0.0,0.0,0.0
3.95,19,0.0,0.0,0.0
3.95,20,9.800968834353336e-18,0.13888888888888887,0.14830246913580242
3.95,21,0.0,0.0,0.0
3.95,22,0.0,0.0,0.00617283950617284
3.95,23,0.0,0.0,0.0
3.95,24,0.0,0.0,0.0
3.95,25,0.0,0.0,0.0
3.95,26,0.0,0.0,0.0
3.95,27,0.0,0.0,0.00617283950617284
3.95,28,0.023808684794404213,0.7875,0.030580999228395057
3.95,29,0.0,0.0,0.00617283950617284
3.95,30,0.0,0.0,0.0
3.95,31,0.0,0.0,0.0
3.95,32,0.0,0.0,0.0
3.95,33,0.0,0.0,4.930380657631324e-32
3.95,34,0.0,0.0,0.0
3.95,35,0.0,0.0,0.0
3.95,36,0.0,0.0,0.0
3.95,37,0.0,0.0,0.0
3.95,38,0.0,0.0,0.00617283950617284
3.95,39,0.0,0.0,0.0
3.95,40,0.0,0.0,0.0
3.95,41,0.0,0.0,0.0
3.95,42,0.16206136246254552,0.7875,0.2446363082990398
3.95,43,0.0,0.0,0.00617283950617284
3.95,44,0.0,0.0,0.0
3.95,45,0.0,0.0,0.0
3.95,46,0.0,0.0,0.006172839506172844
3.95,47,0.0,0.0,0.0
3.95,48,0.0,0.0,0.0
3.95,49,0.0,0.0,0.0
4.0,1,0.0,0.0,0.0
4.0,2,0.0,0.0,0.0
4.0,0,0.0005158351726081325,0.1388888888888889,0.6162037037037043
4.0,3,0.0,0.0,0.006172839506172837
4.0,5,0.0,0.0,0.0
4.0,4,0.0,0.0,0.006450617283950572
4.0,6,0.0,0.0,0.0
4.0,7,0.019729766848949948,0.7875,0.09661111111111112
4.0,8,0.0,0.0,0.0
4.0,9,0.0,0.0,1.9721522630525295e-31
4.0,10,0.0,0.0,0.00617283950617284
4.0,11,0.0,0.0,0.0
4.0,12,0.0,0.0,4.930380657631324e-32
4.0,13,0.0,0.0,0.0
4.0,14,0.0,0.0,0.0
4.0,15,0.0,0.0,0.0
4.0,16,0.0,0.0,0.0
4.0,17,0.0,0.0,0.006172839506172841
4.0,18,0.0,0.0,0.0
4.0,19,0.0,0.0,0.0
4.0,21,0.0,0.0,0.0
4.0,20,0.0,0.13888888888888887,0.12098765432098749
4.0,22,0.0,0.0,0.00617283950617284
4.0,23,0.0,0.0,0.0
4.0,25,0.0,0.0,0.0
4.0,24,0.0,0.0,0.0
4.0,26,0.0,0.0,0.0
4.0,27,0.0,0.0,0.0
4.0,28,0.023808684794404213,0.7875,0.030580999228395057
4.0,29,0.0,0.0,0.006172839506172827
4.0,31,0.0,0.0,0.0
4.0,32,0.0,0.0,0.0
4.0,30,0.0,0.0,0.0
4.0,33,0.0,0.0,0.0
4.0,35,0.0,0.0,0.0
4.0,34,0.0,0.0,0.0
4.0,36,0.0,0.0,0.0
4.0,37,0.0,0.0,0.0
4.0,38,0.0,0.0,0.00617283950617284
4.0,39,0.0,0.0,0.0
4.0,40,0.0,0.0,0.0
4.0,41,0.0,0.0,0.0
4.0,42,0.16206136246254552,0.7875,0.2446363082990398
4.0,45,0.0,0.0,0.0
